wallet_address,score
0x4AFC6fAFbe1cd2B4c074107b86d2FB95C4c76abF,3840
0x30c842b5091BCA284e6Ce48f3a07d6957F17B225,3840
0xF70107f232D1D0eC2ef78CF938b7961655429df7,3820
0xc22b9AAc77d506B20a7E7d6885Afc6D26474f1Df,3765
0x9756fb60f5CfAc66cb03F4E7881468567dA91f7B,3750
0x4449C540C0ACEb3819EfDa627e2019303EDD3061,3750
0x014ea29BA612D3Fd4De574Ea7Ee7e2f9893930E0,3735
0xB3a29E6bEe26663772e4d9d38b453a5ADd44433E,3725
0x768a8B6748b907C96e10dab3Aaf466f27Dc243fC,3725
0xf815E0cce5A5E4e5079D88E383079083E5d530a1,3725
0x7841708EE45e96464bbd5Ec53f2f0b5671e720C2,3700
0x1028e9f9bC8Bce25eb476FC08c8BCF4Ea9222CDA,3700
0x7D59506f746CeC1bD19faEA27150d1077a69246a,3665
0x828732E1AA6Ed4afc205b1f7804D3eA612f861E9,3650
0xCBb54Eda2048b57d1b0Afb19a73948E9D58B6973,3650
0xa68176387a8A58814B780529Df1D164d0904c9Ec,3615
0xae6f9c8DbC2514cb7B1FdD6E9E5f92226d5F1e41,3605
0xb312665792d45A3884e605e8B7626aD5b09D66a1,3605
0x98475e2B7DC6ed7372990C9cA4289aa7E3E5FC25,3600
0x12cF80717EfA9749C725196558D73e020b654DB7,3570
0x56fFdA8eC5F0D242c2dE29E2a874e780a4253407,3550
0xA503380Cd1B6E169Ac5b9bF4053e4Cf87543D7e9,3550
0xACFD49c8D6EF26efEa86321260c3c6b62546A9CC,3550
0xc23308C7e0Fb17988A9306Fd7595dD50a37Aa620,3550
0x7f65dB945314b91005284F5A58D614a3e178bB83,3550
0x8cc93FB57bB3313Fd866f284ae7246927Bd07C74,3550
0xeDFD76e9674b93584284D51c3Ed47ED9Ab86AFB0,3550
0x4EfCA6454DC485D34Dc9B4afE1B101A2fb16F417,3550
0x6Cb0FeE429638ad65e99FFE69fd3683eF89af4eC,3550
0xC3135B0437f4E1C22b6c9Ed958E37f7D72eBB74c,3550
0x5aC5925871228315e5D0c6509ae8c7f3bbCfa25a,3550
0x06B0019649aCd72e895bAf0A2a1E9B4E3b495D29,3550
0x8d4Ad8f4333e66Cd131d2ad68a4ed13d768547ab,3550
0xc27CCB65F83F4ce4b1C5a560604BF4911198daF0,3530
0x9DB66D15E466B4eAB2E33b690569eAf50fd99f92,3525
0xF4541FE0E2ad12a89F55e899D098366F084e16B5,3525
0x121fe7305DC5FCD7C7b13A85320ffF6A11f1DAC3,3525
0xbf7afB3D3dF3f10ee919d1cC99720CBC0a045221,3525
0xEa75836B0BcD1F848dE01cC8bDFB660f4AD345a5,3520
0x54384E813145f49eb687E2f3893a10BF3d28f4e6,3520
0xA39E6E219184dBFEd75fB9D82c012B75551dDE58,3515
0x63c347d7e42b940e79AfEC3D172bFc2921b6c897,3515
0x38aE65A2F8C0fa832f85Ef1F81D6A7f37401841F,3510
0xC7D3Fd7CEAdF3648D332807026B7b6bC0BBFA878,3500
0xa9Bc70cB3CbeE738040Cf87898849d89b889D5bE,3500
0x0B098BCa89e0eFa9669d240b36BCc19104B4b840,3475
0x818549Bd829b8F9Aa13Dc0dE9d3242Ee631a5438,3450
0xeaC3D06097Fc94956FC1eEE65d503Ff9a739A7C6,3445
0xC1023B3993C8704D369B0e0F6603a8C065dAcf85,3425
0x17424cCcCae665Fa85C3d424540e9FA87a5AF3a5,3415
0x7D59968dCd1E57E48f0Dba28F460B782779Cf01A,3410
0xeF034de4169F6F251EdEAf595919289342269996,3405
0x97219Ef57A528c1f28A07A8c028b13C25464AEA9,3375
0x42AC2D4960cC5B8d7A0C1F3ebeB776d609C80D56,3375
0x2245C733dD052343b60f44130A25C9F574A696d4,3375
0xb02AE8C46c1B560eb9aC1149A106CDc8C052061C,3370
0x55DD7D8Db617E34c37b43DB2e1Ef154e2558c6Df,3350
0xe4E0f568287d1C8E4D48a1e0eba4EE703dad2767,3350
0x999E9a397B703d68aF21113abedeDD827B309068,3350
0x5cE66f35b519d7c0510e58595640735384829244,3350
0xD465496741C1f799E202aCc0A6f8F01794a6e14a,3350
0xdb93440afaB57da665126084eDDF9aC9f91c9A82,3325
0x098a67300b3EA57bE03BC7fE7a54680e50676e93,3325
0xdC9528e73f770C93ed7895A2928D52eA1D18E1A7,3320
0x988236e5A0a27c62124D131c2B8De67189532100,3300
0xC169E2b1d9e4d990cdd830bafCc1cDFc81BAeca9,3300
0x24790F2b7fc6FE091f13b4a033b7dbba5D75A824,3290
0xf6A7400cFb636874b5BD2138c49C2D57BcE80ED6,3275
0x6dcB8e2e8882ec8015B28deD2475a2a209789741,3275
0x380cf1D8e32fADfE0dfF8B1d4d2d25A025064091,3275
0xB6c36BFeBd4CE05f2b002A4E98BE62164975922b,3250
0x71B01835BBffDb18abB4A669E5C041BD61D068eC,3250
0x8e88afA8766C3aF28BE2204E863D460F224ccE98,3245
0x833fA2CCceeeDd6F7B7e7CA01BC0Eb4f31F8D985,3245
0xb871BD783dA92bfD46f92f402E7a9E84EC232ffA,3220
0x784592e3c52F3dC69Bc3214C6Ab9cD1DcC35BAC0,3195
0xdbBD3f037fD8e9b7a9d8fAAF8ff4B7B29AE2c7f9,3190
0x1fDB6cE700D8645C6AF806446442cf7a09b69807,3175
0x351e537068A7f6EFa887893c4fcD1A94e3da9b5D,3175
0x73107D5EcCcF6F698223e589D2FB3472041eB40A,3175
0x9f1D96c76780deA72Fab2D7715e7a9d550732e1F,3175
0x47D228fb786BB14117625147f1055638F46b6893,3175
0x1eEA251402eA9648a87503DE418EDE89F354189a,3165
0x03879dA9151Af28D8Aa88a407D29473086b03f35,3130
0xf5d98c5889b3966607619e8af89829a5f150EFF2,3125
0x4A1F8D6B928269561ecee07023cB322cB72eD8C3,3125
0x319C9f308E5B8069b4cDAA6F6d64dF9e56780Bbc,3115
0x8591109Bab973F447E431C857458C5ec3105218e,3100
0x91CbFe08c1c2e0D19350C242801c3dbCC309b383,3100
0x721A3cEd51755403d8AE52bD0448e0D44941b193,3100
0xA02549cD0b2ED268dAB4B1D8e98Bb6F4a076262B,3100
0x446BA749b554f2AAE610A8009cF2A7CFbB833353,3100
0x48f15Be32e417eF481fE4E6826DD90914408A1Be,3100
0x4518488E3e40B46bF3404a517670B1DADB2df223,3095
0x4d8222965D7AB82c5C4EEd9aE7d55448C22c15D9,3085
0x24F297B69cB00Ff1B41c01d67f838AA9f82bE18C,3075
0x83809054f0Ee100597ACCb6b2351561002dD9A83,3075
0x60B7Ccb99D797B3ddE9f96Cf7C38e976f05d5a27,3075
0x276C8c4557F70756254F94E2e2423B14384EcEE6,3075
0xdb7CCe46427D2d0a63D455132E0f3E27D7d8f2D6,3075
0x669269741792e6074F1fc386db4B3d81Af032F42,3075
0xbD76073E9c17de64437Aa8342953A0A0b63C1Fc3,3075
0xE5E9BCC417B8210A0f6953e163682da32074c44A,3075
0x00ec18A3436af2eB4a9450FA50D42A951d2ADf9c,3075
0x63026d769f7D45FCbff3862e4A7C47c4dEfb4e29,3075
0x44A2b9321f95Eb240971bA6aeA08464e3d2C3c63,3070
0x0B5f6a4C654E08A7ad6bf3a1C31Aa4a135e7AE64,3065
0xecCBacEfBDDE4973A9589ee3B5A8149e525016A3,3065
0x542Ec0bd3Ca387FBF2E64A8f4f5B3215c7E91B1C,3050
0xe88AdE0824ba4DD6a36891dD60B83C20462B3545,3050
0x8114e7E4949cA43BE8CfdbcFB285c2171a8B2983,3050
0x6b47618980E2ca3f2ad93aE799002952f941c0Ee,3045
0x0136B00bE94eD8Ea798F40e37135596337305461,3045
0xE811c752b110A29A7dda579B826a37cd0833b581,3045
0xF6a013047EbC1651D41706E8bF82569b11844270,3040
0x9B19bb1fbe8978D8A2454cC3b812DBf1341E03B3,3025
0x957943AB3069e6E79eD0E39904adc00Ed5c2C80f,3025
0x155A53d0c1b8B4Aa0AE77116F968BCA8c8e7230d,3020
0x60764AD636a415b8259159a4bFB058211c7180d6,3015
0x9c012C259439b30938A7ff5612a5f4Add42B9cFf,3000
0x47b9857fd53E0Bda751AbaF0568313e1D946a5cf,2955
0xfDfC50E371ecFEB94d5eCcf618357F4c447A99F0,2950
0x063231BaB937fB58f4A33f15F53e6f420e4CD2b0,2950
0x75929C8fb7aC39c925b7d80E5C4D5d87B093b18B,2950
0xea4f9Dd19f7482d8151933aCba6B051D04Fa2B47,2950
0xBA93b8c35Ea058B7b7b58cBc3B39d43540597053,2950
0x00e39304c139EBC5B03576Da1359Eb2ecfF07E75,2925
0xba4B554f85a59b77EF05a4674650c2F13C88c65e,2925
0x68cf459bbe2B090f17833D885dfD291cDDb586B0,2925
0x4dCF0dc59320adC3FACF21fd838815f54084cC6B,2900
0x378773b8C6B4155482CFd7eA46B3429E0753b88a,2900
0x1De75Eaa0812a3073d710E3006f6Dd87a816F9CC,2900
0x063560D831876C9BCebdB1Ac48D81815e45A0Ab9,2900
0xeB0d195B6A9E11136336eE6c2759806a98F12f1B,2875
0x57A11066127E0469d914422A4E02019b2866f59F,2870
0x6704284221179b58aeBC7FF940D876B81de094c7,2865
0x1978843EcFe37aA75FE184dBB4B22103e0D40555,2865
0x54f893Ace7b7a73BF577A5513b6c3f24E7a17322,2855
0xC19c83c73C10Ef32f41D0eB62bD5DB2ED6591E9E,2850
0x9EAd7008757634B6474185DA1151791F06c9A3b3,2850
0x12fEaE999FAbba4B0086a257C9c5e350e62da0c9,2850
0xd02E3550604e86c42d806F24AF3968A55e37d18B,2850
0xaE47622426aE6c74Baa8C75c07304B6E53e4c444,2850
0x6CA7b1Da16B0d1C48fE936f2dD8c2D1a8Af22b1f,2850
0x5148c8F336C55F65708DaBFd75DD8c1DDEF0D008,2850
0xa1f37db39063b34B0dba90D71C59bEB4432a977D,2845
0x1dF24622941C97840BA53e2b165d4BCd0d86464A,2845
0x9A75e4b607Ea0aB30F129Bf8e65Bc86Dc171DF95,2840
0x801F74C20EC9dE0CDfbD8fe20b767960c9E40F1F,2835
0x472f323bd0099aef9fFbf61fF060b2AB9cEeC345,2825
0x1E72a2576289D1cb77F1523d06cF23284601713B,2825
0x83ED0969DB692D47e801Ed9dd93afb0755be2641,2825
0x29b795d5C8487da93C9425F5AEFD66fA7747A4ec,2820
0xc9aB6A4CB9D0b4AB44e75ad0dfc86365cCd4cD9F,2820
0xfe8cC72D95633e3a40CF3D221a609ef0C4807745,2800
0xbe047A44b865854A8E7b108e1bb1b51DEA20C796,2800
0x350B129f39226EB42C739CB90ec79bA087b0049B,2800
0xf7d84D15229Bad04326cd71ec195a94d95F95e9d,2800
0xc457FF8D72166A851aEbc8824c4ddf517a55F336,2800
0x66c7D364cA4Dd5858336D1d55208a78ebac164A8,2795
0x8f51B0F73ba6B8C0eA919a7cf3bdfA298a366bC9,2790
0x6C57807970A3e3C6851275502069CB55BaDbA8de,2790
0xE19a65DDc79fc87457e10bEA1dF008Bdfb1Aa3E5,2765
0x0777E59B6E682b583338b35A6d13e8C71868adf3,2750
0xAfAd92a267e871a90A3bB0BB0E46dCbA65f34357,2750
0x8dD140EF557a7B7BaC2480Bcdd5eba0fC318bb81,2750
0x67429ee63E00ebe9c3BeEcec5E11f9d23d27d2Be,2745
0x5Ab29f212Ce4413E625DF344D8FC9F5D8985A6fC,2740
0x6e101a50Da0cEb415f86978973A58F33deDd796C,2740
0xB229322387f4766cF6735c3f05ab1036c2aaB1FE,2725
0xF74b1f4a5Dd72144B5159821AE2A894f44bd2409,2725
0x051a3190C9342211Eb311723B23B8c7cBD7b5a5D,2725
0xc5a710b84F096d0567813580c25d0D95953781Ff,2725
0x027B40a6aa141ff6EE587985Ec391D77a2fFcE09,2720
0x2c640E60C2B388a595Ac805a2283F6B6f2ad7FEc,2715
0x82565FE670CB58b8AD98B884334445FcDBc1900F,2700
0x5F92d838008161ce73a64FD30Af6f48234e5a7E7,2700
0x842FeafC4F604880419F13766488090966671555,2700
0x596F888434B82766C8575f8c8E18c64902e548cA,2690
0x90622115E7E01EC64C9901B7BAc13933DcC547dd,2675
0x1B0D8040adAe587481e5F654D440B071dE64ad5A,2675
0xF0F87BC713C4b6E5fD8930C2BE7Ebafb72DF6463,2675
0x0f85bC7cbfA182F969643537ACcDe85Fd3104aB0,2675
0xc6048e46b00eF5473F95F66627140418BbC29b3d,2670
0xA91bB688dd1931852ff7136342ac730de1EcD027,2670
0x713AA0891b17DCB54208502518e4665A4affC40b,2665
0xb21715Fe20319202d7AcC12320A8121760EF83dD,2665
0x154d3175F1226E8156Cc7c59da0e38a0B61c730a,2650
0x0082F2a4f4e2e2A78999eb717be253382f0F98Fd,2650
0xb66A3951943ebbbDf31d99CF28b716CCDABd4d38,2650
0x5f208F30E025aAe88932dc6f15Fe31EDA0a8C27f,2650
0xFCbA88eE3480CD7419a3ebA8559d54ED609E86Ea,2650
0xb942b9183345A98A5f24abb1968AaB4D10758404,2640
0x8dB4761481622093D59E4C801AD57Bde6208Cc4E,2640
0x4BC3aF498CD515dd0Fa4b0184D6cf13e03760C0c,2630
0x5eb0Db65c645C900eed12523030e1eE4F4A1b9eB,2625
0x35856D76F488DDE751CCC213e1c8C5b836F10d3d,2625
0xa4Cf2fBDB8c86492467787628Dfa351c8D432929,2625
0x83bbe9CFCc205bb8E53cBa0b51d6db9386CE58B5,2620
0x5b3778bbCAe3B127e7a58F2935EC59E96ec97502,2600
0x83e7E8a89d27285175D056a2311395509d334C8d,2600
0xb11dCbaCC82200721EccEeefb4D80233355F6Fe0,2600
0xb7EE3EC90520B34099E9b015640A97180c339772,2595
0x7868BfE3D4ff949E7Fa8e2205758e060AF90cB12,2590
0xd4a1f1141D336E228e2A9F67119315CDa0dba120,2585
0x629e8B9Ff8AdD6B9d74d51ecad3F924D976C12Fd,2575
0xd8844B1661e8D7f22eb34FeAeE49b888be3f7f9b,2575
0x405Bf287EB2E222829d5807197Db6FFbd5aD8395,2570
0xBFF154A1E5F07cE2258880d297ce74f1413f4Aad,2565
0x69ea1D8A478a57D2B6D8D590Fb0468e3E12758C4,2565
0xE29285c6DD31efAF4ffa544c6D0Cf5Fb181621A2,2560
0xD79813C45Bc9194f7EE2b2f059cE1F0d286c105d,2550
0x0A251dF99A88A20a93876205Fb7f5Faf2E85A481,2550
0xE4bdB8dDAB7EdeBD19DAC0eDF13522E786AB8318,2550
0xBb26C4D443b7dE1Fca788779CC4861D2B52b5F04,2550
0x3A3e1C8bfbD6616A9819B4591F297D1a431628f3,2550
0xfb7397832cAdaF2685c7704012648e7CDe23ce60,2550
0xE3bC007eF603208550e9666C85534924501ab673,2550
0xDB432d0Aa38ddD4eCc0D9E2B41433a284BA1d14B,2550
0xDc57717B1F5337b8785cE35354BA7C1ff52D6A0a,2545
0x283a4701AcA2a5B2A5db876FeA7d1e108110b555,2545
0xE24C3FfeE838DaAdd46D937f023f605500D3f81E,2545
0xE2C2bbAc29a8991C21D50cFB76d56Ef455D85157,2540
0xfADE94490ab61a0EB573bF5b56F220334B239023,2540
0x9df9f088eAE2f0C4aabCcF34eB437659bAeF01Ad,2540
0x79Bdda65C706CBdA69C0AD4C8da1d3e91724f48D,2540
0x8C587DB57d05C086177233D3BCB25a7739419c71,2540
0x608b0678CC11178E038A4957df811d64BE2D2099,2525
0xF4Cc8A6a89cEFdbdb515EaB3AC7d76C7F32BD61B,2525
0x354B10783337A446703A4B02F9e12B6791a89f54,2525
0x3CcEE717162650de88eFBDfa741DF95786389ff5,2525
0xC6d075831325A4d678c72E856aB354E885845333,2520
0x268f084Db8F5478eFA67a856548703B72819FDcf,2520
0x25F9FE4229553B0783dE090175108c0b2c6ADBd1,2520
0x20199870DD7eA0B9CDfAC9A8C4Ee646585012888,2520
0x6890cf179793FcB2CeBc2928228Fba9079Cf8eE6,2500
0x4a423dD04890A599114aAC843892Fca2980D480F,2500
0x05d8818608c0C9cdc9606F4dbaD32972175A389e,2500
0xe3115272dDCfE726A63e2D9B963C7eA8314D0d04,2500
0x5e7B950822C17Df80921886a52aA8efCD504f101,2500
0xCe724bff3E8886348D1fF0a533B9674Ca32cd47b,2500
0xcB00c9c46d57B528B2dbFf53a2E40C1C89b19bE6,2500
0x63605b2c6b6714EB8780f205df55B71360E45555,2495
0xa06AE89f2e1146524A26BF00656E212d9C330824,2495
0x54E5C66601b8e9386f0D74b4BD2932A3CFcDC833,2490
0xFe1ee0116420b6ffb633C9Cca2AcCb873aAcEEbC,2490
0xE52fb6bA20879C88a6138525261925f6F5e856dF,2490
0x98371D8fC56B7135f257D071b4F2570C1892DA3c,2490
0x6d92fB3aD985047F37E2715F5A5bc58197D76fb8,2490
0xAf1c383ce06debbf9f3C91349FD03CF651221121,2490
0x1f8231Ef50E99D361B5252A24EC2eC44285367e1,2480
0xf741c85dDC54aA9b63AC3130E5B0CDfae805dC66,2475
0x18c83727FbD594f75147022B8a4cE2D66ff40f04,2470
0xAbFFbB9260Bb98EE517A5F52Eb46222E576c5EFF,2470
0x003E640E2d54C0142ee8B83fAf7E529Db98df592,2465
0x08Aaa30a8a9BB3320ec82BD254AE08211dC24152,2465
0xe1B66299b7d9daF82f8D4FD072c4388beB6f8C11,2460
0x1Cb3A3523Acc69Bab0abea431ae0A457BeAcB9A3,2450
0xc7d607B77AF577faB47ce552A7036E1e2a44f703,2450
0x8505935df83F58580d8603ab7F25ef437fA688cc,2450
0x4166687A150DbA40f5b3E489D3728e16A111b7E0,2450
0x3762D04e49578D3B912e377DC1f610bf372f7569,2450
0x8FE7cbeF7F36816c260eE69d34FE5846D86c1934,2450
0x8E616eC73F237D7e15e543f6676d676a145B4F2c,2445
0x6D7b5A32fc63c5011c3dd217E151c9c118908dfd,2445
0x09E4a21b03605D80DD21E53E086353a494F6Af04,2445
0x1307ab404e65818318F9590fFD63ea8Ff1720c8a,2445
0x6ca554F70895E1288b70ecFF217Ef0F6FF694606,2445
0xcb62150CF23C094FB69DAf7F29d032b0e82c34db,2440
0xf24c2aacdD817B9DC752880b0Fc52f78619bf9B8,2440
0xB3903ad9A6147E0AB9c6Ef2a1401344BCDa42126,2440
0xc80900c60A87EC59dfbf5e91E395948a1953C5a6,2440
0x312B273aF0611B513768C2c21597a8F7114E3733,2435
0x4cfE272400935a525806CfB3621819933c02DF03,2425
0xB224946C9111b08189d8bA371Dc10Bc8A086afA6,2425
0x61F575E43E9397E000E6E74A7Cea7931E9d4C06d,2425
0xAC3D1135d92126d409b6006aD595807b4569f9D1,2425
0x95340b60C91a377704330B72e7E68954f22C66A6,2425
0xC739C094D3eeE270930FA2c774EeB5b8521482eA,2425
0x8fb9FF6a1dc13386345ebd1a1ed7835Db3f974Ac,2420
0x0e073678D8d3ab0aD98CCdb1D91c9535910f8FaB,2415
0x00A63087446564108E0DF27F5c26bbfa886B98CD,2415
0xd98268153d93b1cF82FfAe79C9FF2634b1Ac3A4a,2410
0x24a000804704B9557466382A806B6BAa31cf574C,2410
0x53523C4FAd4A707Dd66a62247302d4E0fdb9a871,2400
0xaC5A0687C9F1fe2544d87b9Eea5AA14Bd3ee3557,2400
0xAB060E12d6Ee092332A3A947A5714C063A206441,2400
0x5A61F541B6dE4EB3BDb2967754412618A8292d98,2400
0x9B5697a4c360a3F5F5CfC22a4b7bdF8D3D52a4e2,2400
0xd002E731B302286009AbAAFD5E05A9853f5f3002,2400
0xAC2071e7808D8162b32CBd3d3a7B2d1aeF30532e,2400
0xb745e60A86b1EE6e8b213802878c965FF610322b,2400
0xDF983A1266369D4437b4ECA7c7B743aE1996A526,2395
0x8eDDDF80DBeedEc4bCB7B0Ad77f97E0aeeE46666,2395
0xA983019d24a300B65708a4ceE3ceEE11A95CEa40,2390
0xfb8610601a6B2AF1eEE11226DeFF3A5780F60017,2390
0x8cE6Cf23c18202Fbb9b1206B596Ed58DaE30cb13,2390
0x99CB34E4291e16bc625B14332D45EdfB475aBb60,2390
0xDB77fe908933A740549b92A8660D5a445050C895,2375
0x911e380677311cCc28568bFbB3D5f5B3efccF84a,2375
0x8810A010B78FF8892de1C6c24858279719D59945,2375
0x5EB9b5d83b56E1089F7f6b90cc983fE3ea14FE9f,2375
0xEB0F17b7aA4544015C945a3c492fFba3E99AEe52,2370
0x1aa4d39d43825635E22D3AF97ACca25Cb04B3439,2365
0x90ec745B0c0C825539C3Ca9d1e8305A2EF1b76B2,2365
0xc6Ad5BC02795b8780553870c81FE8827C55aFA8A,2365
0xe25d984cbe4c9f002Aa6AB994833c6310F8395f1,2355
0xca2486a779dC0F65f33aE2C9A5974CA763FB691b,2355
0xC22C8FCB98A4Cf3aB22cB8F246991B81F97c4875,2350
0xA989211Afe9d26302588559565419092b81cDd4C,2350
0x8c5EeB6cBFf441548ddf30793CadbdD047a68E91,2350
0xBC2E26deD32A96911B65EE2283a1E30F077BbC59,2350
0x1D3E52C1217458697291A6839C8aA3669F60239E,2350
0xe0fEe743E871C29b999bdc0a27E93B56fa8678ce,2350
0x7969302401115859f35671414f6155887fec45c0,2345
0xDa3Cd776f44CeCcEDd6b56914a4797C44170ae59,2345
0x4b95D3fe09Fa32D1755D90EF903e8C046Bff0df6,2345
0x1B291B3D10755D14989D135BF6020452217B79fd,2345
0xD0B188a3092222A6D8942536EDae9A3BA559Be6a,2345
0xB4Bd1E703962C54BD1340240b172E4e516921666,2345
0xadF42037acA8286EEA1174CB0121569EBe159eF1,2340
0xf4da7f35a969f39fA5074849055404682dFA76e1,2340
0x59B04715cC78831EA7161c602853151A6A60a0d8,2340
0x47d6a28B1D9Bc9D88Af5BEB22129Fc3234b45c0f,2340
0x227D69418C80B25254cE5D1Db1c1805B13072116,2340
0x4cB75146e98562C9d79b31649C6C739e4DCB7CD5,2340
0x59BAbD3F217f18AFE02081101812644F83Ba049b,2340
0xfD1efAc4c7E875e6C293b479188ccac4885003f4,2335
0x4ce64b26fd81E2991A9Ca456B76d8cE7e49432Af,2325
0x9bA4E879F4016AC0610E19f9B9D62ae69382BF39,2325
0xeDe71D58Eb92c4Eb065d2709a08970f789e7084b,2325
0x67491Aa0BaEfc36DaE58785fE141782a5D42154B,2325
0x18217753c967721b7a8Fe8f67fb330A1914D1323,2325
0x6AcA3ff9f34498D4d9d34Fb5aD203C441069735E,2325
0xFF31Ef28C8D65Fbd36a098e5D7F5b4Bd6A9c3CF1,2325
0x22B92f9d231b48D23393319604BA6A2C73b19f0A,2325
0x2bbe4D77d79edc9BF357B31AfAAcB9Ec2E174764,2325
0xFf2420a08B4CbA07A79953bbDF131788CB36F859,2315
0xfAc4C7B47EF570029A8EaD7AF45E763E52A4A2a3,2310
0xf8938aDdf94eF38295CD0666B5C1F31e447ED034,2310
0x8D0D221c9eb6376c277d5c79306fF7D13b4b09d1,2305
0x2198c2E6fa4e49a0B53D90ba216A3D3844fdAB40,2300
0xf2dc721205e2703e0eDE8891819C26e95d162075,2300
0x2647126807D7C1fFc962c9bF6dE40D39e1ac6bF4,2300
0x154bEAFe33c12230f2b4cc758ec0eC41a65bA7Dc,2300
0x724CeFe1a8de1FeB86CE15C4f7c041a521c864F1,2295
0x88d5932824113857a121394Fd2fC433865de4d77,2295
0x69Aaa47C562F0347b98532736accf3746AaD7e45,2295
0x46362F584Df307fC5a4CBe4C55e20be7B389F9DF,2295
0x9AE9e7763D6659426bA7c01118488afc1Ba2F665,2295
0x7241C18533ACF5F786c5A0b5f9c2C370620c5c6f,2290
